date,pageId,userId
1704326404,5407,431
1704326404,1535,220
1704326405,5396,395
1704326408,3955,848
1704326416,2291,738
1704326427,5675,171
1704326438,2411,563
1704326441,3273,387
1704326451,1730,594
1704326455,7779,242
1704326467,747,465
1704326479,3860,284
1704326491,4011,192
1704326500,5029,972
1704326510,3246,40
1704326513,4598,16
1704326519,4103,171
1704326530,2368,479
1704326541,2371,6
1704326541,8187,526
1704326547,2367,657
1704326549,3480,926
1704326559,421,436
1704326568,4775,218
1704326578,3762,171
1704326589,4100,9
1704326596,7305,666
1704326598,5336,248
1704326602,3025,183
1704326614,8693,511
1704326615,8276,712
1704326621,4456,341
1704326621,6942,296
1704326624,698,638
1704326628,9861,280
1704326639,4553,226
1704326651,9728,171
1704326654,3256,40
1704326664,5705,690
1704326671,1086,503
1704326676,4414,143
1704326679,9180,904
1704326690,639,755
1704326690,625,539
1704326697,3160,719
1704326708,4493,725
1704326714,5107,140
1704326716,1378,721
1704326718,6761,498
1704326721,9377,617
1704326731,7173,132
1704326737,6312,637
1704326744,4333,657
1704326751,4591,241
1704326755,8376,9
1704326759,8763,211
1704326767,7671,659
1704326771,2550,826
1704326774,4719,791
1704326778,9556,676
1704326780,2082,290
1704326792,5214,341
1704326795,1088,561
1704326802,305,867
1704326809,3786,421
1704326812,2729,200
1704326819,9736,583
1704326821,8495,102
1704326829,1892,75
1704326839,9273,351
1704326849,3378,780
1704326849,3183,200
1704326860,7816,782
1704326870,2500,613
1704326872,8730,583
1704326879,6873,593
1704326886,1800,835
1704326896,226,359
1704326902,6860,502
1704326911,6292,354
1704326916,3817,881
1704326917,3529,331
1704326925,3140,370
1704326925,5640,601
1704326928,8648,908
1704326938,7605,712
1704326942,7834,361
1704326949,2019,513
1704326958,6049,861
1704326958,2352,705
1704326967,2829,103
1704326976,7853,866
1704326988,7574,885
1704326990,5590,373
1704326992,1801,316
1704326994,6092,104
1704326996,4795,938
1704327001,365,296
1704327006,9192,575
1704327009,6619,871
1704327013,6042,288
1704327013,4914,387
1704327024,4700,885
1704327027,8484,359
1704327028,8458,149
1704327035,1700,317
1704327036,4373,282
1704327045,4323,536
1704327045,8376,224
1704327047,4451,725
1704327051,1470,731
1704327062,2748,175
1704327067,6921,212
1704327070,3241,308
1704327072,3211,104
1704327080,1522,568
1704327080,6877,962
1704327088,5331,257
1704327100,8815,351
1704327102,1542,550
1704327110,5815,574
1704327121,1999,648
1704327121,449,956
1704327131,8527,116
1704327131,6064,965
1704327135,2869,40
1704327137,6839,882
1704327142,598,580
1704327149,5877,364
1704327159,9693,102
1704327166,7169,267
1704327177,4424,141
1704327188,5694,641
1704327194,4373,257
1704327206,4996,125
1704327210,5953,311
1704327216,7246,960
1704327224,7801,883
1704327233,903,447
1704327241,7167,648
1704327242,6205,408
1704327254,1709,975
1704327266,5154,965
1704327272,2657,705
1704327275,5049,288
1704327280,2381,977
1704327280,5892,24
1704327286,7829,583
1704327287,3551,41
1704327297,7441,126
1704327299,3214,993
1704327309,3146,587
1704327316,5466,800
1704327328,8812,997
1704327332,3322,648
1704327341,3251,536
1704327341,8401,465
1704327345,5077,80
1704327356,4667,448
1704327365,5872,411
1704327375,6155,347
1704327382,5892,743
1704327385,694,705
1704327387,8993,678
1704327398,5253,213
1704327406,4692,593
1704327408,5431,648
1704327417,2256,376
1704327421,2351,317
1704327433,850,364
1704327445,2988,373
1704327457,3938,583
1704327469,4426,40
1704327480,3360,385
1704327489,1067,138
1704327498,3837,535
1704327503,6676,833
1704327512,598,960
1704327517,3354,947
1704327521,2573,924
1704327528,7597,9
1704327540,8055,104
1704327543,3551,754
1704327551,386,985
1704327563,9793,878
1704327570,5183,85
1704327578,8645,539
1704327578,8838,570
1704327589,999,55
1704327591,5327,700
1704327592,9706,705
1704327592,5441,351
1704327596,6289,938
1704327602,780,956
1704327607,8458,571
1704327609,6518,438
1704327617,5773,121
1704327622,488,565
1704327632,4514,728
1704327639,4424,646
1704327648,5144,267
1704327648,5817,637
1704327651,3835,900
1704327663,6111,30
1704327670,9014,493
1704327676,2073,965
1704327686,1757,226
1704327696,9836,658
1704327703,9556,593
1704327704,9254,435
1704327706,5057,591
1704327708,3300,727
1704327717,3664,281
1704327726,8474,373
1704327726,4656,658
1704327729,8680,900
1704327733,7050,783
1704327743,9546,851
1704327750,7166,234
1704327760,9038,495
1704327770,6041,118
1704327782,8376,679
1704327788,1137,899
1704327793,8782,892
1704327800,8876,899
1704327806,6042,274
1704327811,3527,359
1704327820,503,319
1704327825,3901,223
1704327830,7834,340
1704327840,9104,743
1704327850,1978,233
1704327852,4459,210
1704327861,1482,670
1704327861,9024,241
1704327866,281,206
1704327877,1721,955
1704327884,9216,537
1704327896,5694,172
1704327901,145,296
1704327909,6054,599
1704327917,9118,585
1704327924,7194,305
1704327931,7076,206
1704327934,8982,40
1704327934,4719,387
1704327935,5223,477
1704327935,7228,527
1704327939,2338,927
1704327942,1786,201
